informal_stmt,formal_stmt,header,proof_state,mathlib_dependencies,hard_dependencies,source,problem_name,full_name,problem_type,split
Prove that $\sqrt[3]{2}+\sqrt[3]{3}$ is irrational.,"theorem exercise_2022_IA_4_I_2D_a : Irrational (2^((1:ℝ)/3) + 3^((1:ℝ)/3)) :=
sorry","import Mathlib

open Filter Set


",⊢ Irrational (2 ^ (1 / 3) + 3 ^ (1 / 3)),['Irrational'],[],Cambridge-Tripos,exercise_2022_IA_4_I_2D_a,Cambridge-Tripos.exercise_2022_IA_4_I_2D_a,proof,example
Let $U \subset \mathbb{C}$ be a (non-empty) connected open set and let $f_n$ be a sequence of holomorphic functions defined on $U$. Suppose that $f_n$ converges uniformly to a function $f$ on every compact subset of $U$. Show that $f$ is holomorphic in $U$.,"theorem exercise_2022_IB_3_II_13G_a_i (U : Set ℂ) (hU : IsOpen U)
  (hU1 : Nonempty U) (hU2 : IsConnected U) (f : ℕ → ℂ → ℂ) (f' : ℂ → ℂ)
  (hf : ∀ n : ℕ, DifferentiableOn ℂ (f n) U)
  (hf1 : ∀ X ⊂ U, CompactSpace X →
  (TendstoUniformly (λ n => restrict X (f n)) (restrict X f') atTop)) :
  DifferentiableOn ℂ f' U :=
sorry","import Mathlib

open Filter Set


","U : Set ℂ
hU : IsOpen U
hU1 : Nonempty ↑U
hU2 : IsConnected U
f : ℕ → ℂ → ℂ
f' : ℂ → ℂ
hf : ∀ (n : ℕ), DifferentiableOn ℂ (f n) U
hf1 : ∀ X ⊂ U, CompactSpace ↑X → TendstoUniformly (fun n ↦ Set.restrict X (f n)) (Set.restrict X f') Filter.atTop
⊢ DifferentiableOn ℂ f' U","['Set', 'IsOpen', 'Nonempty', 'IsConnected', 'DifferentiableOn', 'CompactSpace', 'TendstoUniformly', 'Set.restrict', 'Filter.atTop']",[],Cambridge-Tripos,exercise_2022_IB_3_II_13G_a_i,Cambridge-Tripos.exercise_2022_IB_3_II_13G_a_i,proof,example
"If $G$ is a finite group of even order, show that there must be an element $a \neq e$ such that $a=a^{-1}$.","theorem exercise_2_1_18 {G : Type*} [Group G]
  [Fintype G] (hG2 : Even (card G)) :
  ∃ (a : G), a ≠ 1 ∧ a = a⁻¹ :=
sorry","import Mathlib

open Fintype Set Real Ideal Polynomial
open scoped BigOperators
noncomputable section


","G : Type u_1
inst✝¹ : Group G
inst✝ : Fintype G
hG2 : Even (Fintype.card G)
⊢ ∃ a, a ≠ 1 ∧ a = a⁻¹","['Group', 'Fintype', 'Even', 'Fintype.card']",[],Herstein,exercise_2_1_18,Herstein.exercise_2_1_18,proof,test
Show that a group of order 5 must be abelian.,"theorem exercise_2_1_21 (G : Type*) [Group G] [Fintype G]
  (hG : card G = 5) :
  CommGroup G :=
sorry","import Mathlib

open Fintype Set Real Ideal Polynomial
open scoped BigOperators
noncomputable section


","G : Type u_1
inst✝¹ : Group G
inst✝ : Fintype G
hG : Fintype.card G = 5
⊢ CommGroup G","['Group', 'Fintype', 'Fintype.card', 'CommGroup']",[],Herstein,exercise_2_1_21,Herstein.exercise_2_1_21,proof,test
"If $G$ is a finite group, prove that, given $a \in G$, there is a positive integer $n$, depending on $a$, such that $a^n = e$.","theorem exercise_2_1_26 {G : Type*} [Group G]
  [Fintype G] (a : G) : ∃ (n : ℕ), a ^ n = 1 :=
sorry","import Mathlib

open Fintype Set Real Ideal Polynomial
open scoped BigOperators
noncomputable section


","G : Type u_1
inst✝¹ : Group G
inst✝ : Fintype G
a : G
⊢ ∃ n, a ^ n = 1","['Group', 'Fintype']",[],Herstein,exercise_2_1_26,Herstein.exercise_2_1_26,proof,test
"If $G$ is a finite group, prove that there is an integer $m > 0$ such that $a^m = e$ for all $a \in G$.","theorem exercise_2_1_27 {G : Type*} [Group G]
  [Fintype G] : ∃ (m : ℕ), ∀ (a : G), a ^ m = 1 :=
sorry","import Mathlib

open Fintype Set Real Ideal Polynomial
open scoped BigOperators
noncomputable section


","G : Type u_1
inst✝¹ : Group G
inst✝ : Fintype G
⊢ ∃ m, ∀ (a : G), a ^ m = 1","['Group', 'Fintype']",[],Herstein,exercise_2_1_27,Herstein.exercise_2_1_27,proof,test
"If $G$ is a group in which $(a b)^{i}=a^{i} b^{i}$ for three consecutive integers $i$, prove that $G$ is abelian.","theorem exercise_2_2_3 {G : Type*} [Group G]
  {P : ℕ → Prop} {hP : P = λ i => ∀ a b : G, (a*b)^i = a^i * b^i}
  (hP1 : ∃ n : ℕ, P n ∧ P (n+1) ∧ P (n+2)) : CommGroup G :=
sorry","import Mathlib

open Fintype Set Real Ideal Polynomial
open scoped BigOperators
noncomputable section


","G : Type u_1
inst✝ : Group G
P : ℕ → Prop
hP : P = fun i ↦ ∀ (a b : G), (a * b) ^ i = a ^ i * b ^ i
hP1 : ∃ n, P n ∧ P (n + 1) ∧ P (n + 2)
⊢ CommGroup G","['Group', 'CommGroup']",[],Herstein,exercise_2_2_3,Herstein.exercise_2_2_3,proof,test
"Let $G$ be a group in which $(a b)^{3}=a^{3} b^{3}$ and $(a b)^{5}=a^{5} b^{5}$ for all $a, b \in G$. Show that $G$ is abelian.","theorem exercise_2_2_5 {G : Type*} [Group G]
  (h : ∀ (a b : G), (a * b) ^ 3 = a ^ 3 * b ^ 3 ∧ (a * b) ^ 5 = a ^ 5 * b ^ 5) :
  CommGroup G :=
sorry","import Mathlib

open Fintype Set Real Ideal Polynomial
open scoped BigOperators
noncomputable section


","G : Type u_1
inst✝ : Group G
h : ∀ (a b : G), (a * b) ^ 3 = a ^ 3 * b ^ 3 ∧ (a * b) ^ 5 = a ^ 5 * b ^ 5
⊢ CommGroup G","['Group', 'CommGroup']",[],Herstein,exercise_2_2_5,Herstein.exercise_2_2_5,proof,test
"Let $G$ be a group in which $(a b)^{n}=a^{n} b^{n}$ for some fixed integer $n>1$ for all $a, b \in G$. For all $a, b \in G$, prove that $\left(a b a^{-1} b^{-1}\right)^{n(n-1)}=e$.","theorem exercise_2_2_6c {G : Type*} [Group G] {n : ℕ} (hn : n > 1)
  (h : ∀ (a b : G), (a * b) ^ n = a ^ n * b ^ n) :
  ∀ (a b : G), (a * b * a⁻¹ * b⁻¹) ^ (n * (n - 1)) = 1 :=
sorry","import Mathlib

open Fintype Set Real Ideal Polynomial
open scoped BigOperators
noncomputable section


","G : Type u_1
inst✝ : Group G
n : ℕ
hn : n > 1
h : ∀ (a b : G), (a * b) ^ n = a ^ n * b ^ n
⊢ ∀ (a b : G), (a * b * a⁻¹ * b⁻¹) ^ (n * (n - 1)) = 1",['Group'],[],Herstein,exercise_2_2_6c,Herstein.exercise_2_2_6c,proof,test
"If $G$ is a group and $a, x \in G$, prove that $C\left(x^{-1} a x\right)=x^{-1} C(a) x$","theorem exercise_2_3_17 {G : Type*} [Mul G] [Group G] (a x : G) :
  centralizer {x⁻¹*a*x} =
  (λ g : G => x⁻¹*g*x) '' (centralizer {a}) :=
sorry","import Mathlib

open Fintype Set Real Ideal Polynomial
open scoped BigOperators
noncomputable section


","G : Type u_1
inst✝¹ : Mul G
inst✝ : Group G
a, x : G
⊢ Set.centralizer {x⁻¹ * a * x} = (fun g ↦ x⁻¹ * g * x) '' Set.centralizer {a}","['Mul', 'Group', 'Set.centralizer']",[],Herstein,exercise_2_3_17,Herstein.exercise_2_3_17,proof,test
"If a group $G$ has no proper subgroups, prove that $G$ is cyclic of order $p$, where $p$ is a prime number.","theorem exercise_2_3_16 {G : Type*} [Group G]
  (hG : ∀ H : Subgroup G, H = ⊤ ∨ H = ⊥) :
  IsCyclic G ∧ ∃ (p : ℕ) (Fin : Fintype G), Nat.Prime p ∧ @card G Fin = p :=
sorry","import Mathlib

open Fintype Set Real Ideal Polynomial
open scoped BigOperators
noncomputable section


","G : Type u_1
inst✝ : Group G
hG : ∀ (H : Subgroup G), H = ⊤ ∨ H = ⊥
⊢ IsCyclic G ∧ ∃ p Fin, Nat.Prime p ∧ Fintype.card G = p","['Group', 'Subgroup', 'IsCyclic', 'Fin', 'Nat.Prime', 'Fintype.card']",[],Herstein,exercise_2_3_16,Herstein.exercise_2_3_16,proof,test
"If $a > 1$ is an integer, show that $n \mid \varphi(a^n - 1)$, where $\phi$ is the Euler $\varphi$-function.","theorem exercise_2_4_36 {a n : ℕ} (h : a > 1) :
  n ∣ (a ^ n - 1).totient :=
sorry","import Mathlib

open Fintype Set Real Ideal Polynomial
open scoped BigOperators
noncomputable section


","a, n : ℕ
h : a > 1
⊢ n ∣ Nat.totient (a ^ n - 1)",['Nat.totient'],[],Herstein,exercise_2_4_36,Herstein.exercise_2_4_36,proof,test
"Let $G$ be a group such that all subgroups of $G$ are normal in $G$. If $a, b \in G$, prove that $ba = a^jb$ for some $j$.","theorem exercise_2_5_23 {G : Type*} [Group G]
  (hG : ∀ (H : Subgroup G), H.Normal) (a b : G) :
  ∃ (j : ℤ) , b*a = a^j * b:=
sorry","import Mathlib

open Fintype Set Real Ideal Polynomial
open scoped BigOperators
noncomputable section


","G : Type u_1
inst✝ : Group G
hG : ∀ (H : Subgroup G), Subgroup.Normal H
a, b : G
⊢ ∃ j, b * a = a ^ j * b","['Group', 'Subgroup', 'Subgroup.Normal']",[],Herstein,exercise_2_5_23,Herstein.exercise_2_5_23,proof,test
"Suppose that $|G| = pm$, where $p \nmid m$ and $p$ is a prime. If $H$ is a normal subgroup of order $p$ in $G$, prove that $H$ is characteristic.","theorem exercise_2_5_30 {G : Type*} [Group G] [Fintype G]
  {p m : ℕ} (hp : Nat.Prime p) (hp1 : ¬ p ∣ m) (hG : card G = p*m)
  {H : Subgroup G} [Fintype H] [H.Normal] (hH : card H = p):
  Subgroup.Characteristic H :=
sorry","import Mathlib

open Fintype Set Real Ideal Polynomial
open scoped BigOperators
noncomputable section


","G : Type u_1
inst✝³ : Group G
inst✝² : Fintype G
p, m : ℕ
hp : Nat.Prime p
hp1 : ¬p ∣ m
hG : Fintype.card G = p * m
H : Subgroup G
inst✝¹ : Fintype ↥H
inst✝ : Subgroup.Normal H
hH : Fintype.card ↥H = p
⊢ Subgroup.Characteristic H","['Group', 'Fintype', 'Nat.Prime', 'Fintype.card', 'Subgroup', 'Subgroup.Normal', 'Subgroup.Characteristic']",[],Herstein,exercise_2_5_30,Herstein.exercise_2_5_30,proof,test
"Suppose that $G$ is an abelian group of order $p^nm$ where $p \nmid m$ is a prime.  If $H$ is a subgroup of $G$ of order $p^n$, prove that $H$ is a characteristic subgroup of $G$.","theorem exercise_2_5_31 {G : Type*} [CommGroup G] [Fintype G]
  {p m n : ℕ} (hp : Nat.Prime p) (hp1 : ¬ p ∣ m) (hG : card G = p^n*m)
  {H : Subgroup G} [Fintype H] (hH : card H = p^n) :
  Subgroup.Characteristic H :=
sorry","import Mathlib

open Fintype Set Real Ideal Polynomial
open scoped BigOperators
noncomputable section


","G : Type u_1
inst✝² : CommGroup G
inst✝¹ : Fintype G
p, m, n : ℕ
hp : Nat.Prime p
hp1 : ¬p ∣ m
hG : Fintype.card G = p ^ n * m
H : Subgroup G
inst✝ : Fintype ↥H
hH : Fintype.card ↥H = p ^ n
⊢ Subgroup.Characteristic H","['CommGroup', 'Fintype', 'Nat.Prime', 'Fintype.card', 'Subgroup', 'Subgroup.Characteristic']",[],Herstein,exercise_2_5_31,Herstein.exercise_2_5_31,proof,test
"If $G$ is a nonabelian group of order 6, prove that $G \simeq S_3$.","theorem exercise_2_5_37 (G : Type*) [Group G] [Fintype G]
  (hG : card G = 6) (hG' : IsEmpty (CommGroup G)) :
  G ≃* Equiv.Perm (Fin 3) :=
sorry","import Mathlib

open Fintype Set Real Ideal Polynomial
open scoped BigOperators
noncomputable section


","G : Type u_1
inst✝¹ : Group G
inst✝ : Fintype G
hG : Fintype.card G = 6
hG' : IsEmpty (CommGroup G)
⊢ G ≃* Equiv.Perm (Fin 3)","['Group', 'Fintype', 'Fintype.card', 'IsEmpty', 'CommGroup', 'Equiv.Perm', 'Fin']",[],Herstein,exercise_2_5_37,Herstein.exercise_2_5_37,proof,test
Prove that a group of order 9 must be abelian.,"theorem exercise_2_5_43 (G : Type*) [Group G] [Fintype G]
  (hG : card G = 9) :
  CommGroup G :=
sorry","import Mathlib

open Fintype Set Real Ideal Polynomial
open scoped BigOperators
noncomputable section


","G : Type u_1
inst✝¹ : Group G
inst✝ : Fintype G
hG : Fintype.card G = 9
⊢ CommGroup G","['Group', 'Fintype', 'Fintype.card', 'CommGroup']",[],Herstein,exercise_2_5_43,Herstein.exercise_2_5_43,proof,test
"Prove that a group of order $p^2$, $p$ a prime, has a normal subgroup of order $p$.","theorem exercise_2_5_44 {G : Type*} [Group G] [Fintype G] {p : ℕ}
  (hp : Nat.Prime p) (hG : card G = p^2) :
  ∃ (N : Subgroup G) (Fin : Fintype N), @card N Fin = p ∧ N.Normal :=
sorry","import Mathlib

open Fintype Set Real Ideal Polynomial
open scoped BigOperators
noncomputable section


","G : Type u_1
inst✝¹ : Group G
inst✝ : Fintype G
p : ℕ
hp : Nat.Prime p
hG : Fintype.card G = p ^ 2
⊢ ∃ N Fin, Fintype.card ↥N = p ∧ Subgroup.Normal N","['Group', 'Fintype', 'Nat.Prime', 'Fintype.card', 'Fin', 'Subgroup.Normal']",[],Herstein,exercise_2_5_44,Herstein.exercise_2_5_44,proof,test
"Let $G$ be a finite group and $\varphi$ an automorphism of $G$ such that $\varphi(x) = x^{-1}$ for more than three-fourths of the elements of $G$. Prove that $\varphi(y) = y^{-1}$ for all $y \in G$, and so $G$ is abelian.","theorem exercise_2_5_52 {G : Type*} [Group G] [Fintype G]
  (φ : G ≃* G) {I : Finset G} (hI : ∀ x ∈ I, φ x = x⁻¹)
  (hI1 : (0.75 : ℚ) * card G ≤ card I) :
  ∀ x : G, φ x = x⁻¹ ∧ ∀ x y : G, x*y = y*x :=
sorry","import Mathlib

open Fintype Set Real Ideal Polynomial
open scoped BigOperators
noncomputable section


","G : Type u_1
inst✝¹ : Group G
inst✝ : Fintype G
φ : G ≃* G
I : Finset G
hI : ∀ x ∈ I, φ x = x⁻¹
hI1 : 0.75 * ↑(Fintype.card G) ≤ ↑(Fintype.card { x // x ∈ I })
⊢ ∀ (x : G), φ x = x⁻¹ ∧ ∀ (x y : G), x * y = y * x","['Group', 'Fintype', 'Finset', 'Fintype.card']",[],Herstein,exercise_2_5_52,Herstein.exercise_2_5_52,proof,test
"If $G$ is an abelian group and if $G$ has an element of order $m$ and one of order $n$, where $m$ and $n$ are relatively prime, prove that $G$ has an element of order $mn$.","theorem exercise_2_6_15 {G : Type*} [CommGroup G] {m n : ℕ}
  (hm : ∃ (g : G), orderOf g = m)
  (hn : ∃ (g : G), orderOf g = n)
  (hmn : m.Coprime n) :
  ∃ (g : G), orderOf g = m * n :=
sorry","import Mathlib

open Fintype Set Real Ideal Polynomial
open scoped BigOperators
noncomputable section


","G : Type u_1
inst✝ : CommGroup G
m, n : ℕ
hm : ∃ g, orderOf g = m
hn : ∃ g, orderOf g = n
hmn : Nat.Coprime m n
⊢ ∃ g, orderOf g = m * n","['CommGroup', 'orderOf', 'Nat.Coprime']",[],Herstein,exercise_2_6_15,Herstein.exercise_2_6_15,proof,test
"If $\varphi$ is a homomorphism of $G$ onto $G'$ and $N \triangleleft G$, show that $\varphi(N) \triangleleft G'$.","theorem exercise_2_7_7 {G : Type*} [Group G] {G' : Type*} [Group G']
  (φ : G →* G') (N : Subgroup G) [N.Normal] :
  (Subgroup.map φ N).Normal  :=
sorry","import Mathlib

open Fintype Set Real Ideal Polynomial
open scoped BigOperators
noncomputable section


","G : Type u_1
inst✝² : Group G
G' : Type u_2
inst✝¹ : Group G'
φ : G →* G'
N : Subgroup G
inst✝ : Subgroup.Normal N
⊢ Subgroup.Normal (Subgroup.map φ N)","['Group', 'Subgroup', 'Subgroup.Normal', 'Subgroup.map']",[],Herstein,exercise_2_7_7,Herstein.exercise_2_7_7,proof,test
Prove that any two nonabelian groups of order 21 are isomorphic.,"theorem exercise_2_8_12 {G H : Type*} [Fintype G] [Fintype H]
  [Group G] [Group H] (hG : card G = 21) (hH : card H = 21)
  (hG1 : IsEmpty (CommGroup G)) (hH1 : IsEmpty (CommGroup H)) :
  G ≃* H :=
sorry","import Mathlib

open Fintype Set Real Ideal Polynomial
open scoped BigOperators
noncomputable section


","G : Type u_1
H : Type u_2
inst✝³ : Fintype G
inst✝² : Fintype H
inst✝¹ : Group G
inst✝ : Group H
hG : Fintype.card G = 21
hH : Fintype.card H = 21
hG1 : IsEmpty (CommGroup G)
hH1 : IsEmpty (CommGroup H)
⊢ G ≃* H","['Fintype', 'Group', 'Fintype.card', 'IsEmpty', 'CommGroup']",[],Herstein,exercise_2_8_12,Herstein.exercise_2_8_12,proof,test
"Prove that if $p > q$ are two primes such that $q \mid p - 1$, then any two nonabelian groups of order $pq$ are isomorphic.","theorem exercise_2_8_15 {G H: Type*} [Fintype G] [Group G] [Fintype H]
  [Group H] {p q : ℕ} (hp : Nat.Prime p) (hq : Nat.Prime q)
  (h : p > q) (h1 : q ∣ p - 1) (hG : card G = p*q) (hH : card G = p*q) :
  G ≃* H :=
sorry","import Mathlib

open Fintype Set Real Ideal Polynomial
open scoped BigOperators
noncomputable section


","G : Type u_1
H : Type u_2
inst✝³ : Fintype G
inst✝² : Group G
inst✝¹ : Fintype H
inst✝ : Group H
p, q : ℕ
hp : Nat.Prime p
hq : Nat.Prime q
h : p > q
h1 : q ∣ p - 1
hG, hH : Fintype.card G = p * q
⊢ G ≃* H","['Fintype', 'Group', 'Nat.Prime', 'Fintype.card']",[],Herstein,exercise_2_8_15,Herstein.exercise_2_8_15,proof,test
"If $G_1$ and $G_2$ are cyclic groups of orders $m$ and $n$, respectively, prove that $G_1 \times G_2$ is cyclic if and only if $m$ and $n$ are relatively prime.","theorem exercise_2_9_2 {G H : Type*} [Fintype G] [Fintype H] [Group G]
  [Group H] (hG : IsCyclic G) (hH : IsCyclic H) :
  IsCyclic (G × H) ↔ (card G).Coprime (card H) :=
sorry","import Mathlib

open Fintype Set Real Ideal Polynomial
open scoped BigOperators
noncomputable section


","G : Type u_1
H : Type u_2
inst✝³ : Fintype G
inst✝² : Fintype H
inst✝¹ : Group G
inst✝ : Group H
hG : IsCyclic G
hH : IsCyclic H
⊢ IsCyclic (G × H) ↔ Nat.Coprime (Fintype.card G) (Fintype.card H)","['Fintype', 'Group', 'IsCyclic', 'Nat.Coprime', 'Fintype.card']",[],Herstein,exercise_2_9_2,Herstein.exercise_2_9_2,proof,test
"Let $A$ be a normal subgroup of a group $G$, and suppose that $b \in G$ is an element of prime order $p$, and that $b \not\in A$. Show that $A \cap (b) = (e)$.","theorem exercise_2_10_1 {G : Type*} [Group G] (A : Subgroup G)
  [A.Normal] {b : G} (hp : Nat.Prime (orderOf b)) :
  A ⊓ (Subgroup.closure {b}) = ⊥ :=
sorry","import Mathlib

open Fintype Set Real Ideal Polynomial
open scoped BigOperators
noncomputable section


","G : Type u_1
inst✝¹ : Group G
A : Subgroup G
inst✝ : Subgroup.Normal A
b : G
hp : Nat.Prime (orderOf b)
⊢ A ⊓ Subgroup.closure {b} = ⊥","['Group', 'Subgroup', 'Subgroup.Normal', 'Nat.Prime', 'orderOf', 'Subgroup.closure']",[],Herstein,exercise_2_10_1,Herstein.exercise_2_10_1,proof,test
"If $P$ is a $p$-Sylow subgroup of $G$ and $P \triangleleft G$, prove that $P$ is the only $p$-Sylow subgroup of $G$.","theorem exercise_2_11_6 {G : Type*} [Group G] {p : ℕ} (hp : Nat.Prime p)
  {P : Sylow p G} (hP : P.Normal) :
  ∀ (Q : Sylow p G), P = Q :=
sorry","import Mathlib

open Fintype Set Real Ideal Polynomial
open scoped BigOperators
noncomputable section


","G : Type u_1
inst✝ : Group G
p : ℕ
hp : Nat.Prime p
P : Sylow p G
hP : Subgroup.Normal ↑P
⊢ ∀ (Q : Sylow p G), P = Q","['Group', 'Nat.Prime', 'Sylow', 'Subgroup.Normal']",[],Herstein,exercise_2_11_6,Herstein.exercise_2_11_6,proof,test
"If $P \triangleleft G$, $P$ a $p$-Sylow subgroup of $G$, prove that $\varphi(P) = P$ for every automorphism $\varphi$ of $G$.","theorem exercise_2_11_7 {G : Type*} [Group G] {p : ℕ} (hp : Nat.Prime p)
  {P : Sylow p G} (hP : P.Normal) :
  Subgroup.Characteristic (P : Subgroup G) :=
sorry","import Mathlib

open Fintype Set Real Ideal Polynomial
open scoped BigOperators
noncomputable section


","G : Type u_1
inst✝ : Group G
p : ℕ
hp : Nat.Prime p
P : Sylow p G
hP : Subgroup.Normal ↑P
⊢ Subgroup.Characteristic ↑P","['Group', 'Nat.Prime', 'Sylow', 'Subgroup.Normal', 'Subgroup.Characteristic']",[],Herstein,exercise_2_11_7,Herstein.exercise_2_11_7,proof,test
Show that any subgroup of order $p^{n-1}$ in a group $G$ of order $p^n$ is normal in $G$.,"theorem exercise_2_11_22 {p : ℕ} {n : ℕ} {G : Type*} [Fintype G]
  [Group G] (hp : Nat.Prime p) (hG : card G = p ^ n) {K : Subgroup G}
  [Fintype K] (hK : card K = p ^ (n-1)) :
  K.Normal :=
sorry","import Mathlib

open Fintype Set Real Ideal Polynomial
open scoped BigOperators
noncomputable section


","p, n : ℕ
G : Type u_1
inst✝² : Fintype G
inst✝¹ : Group G
hp : Nat.Prime p
hG : Fintype.card G = p ^ n
K : Subgroup G
inst✝ : Fintype ↥K
hK : Fintype.card ↥K = p ^ (n - 1)
⊢ Subgroup.Normal K","['Fintype', 'Group', 'Nat.Prime', 'Fintype.card', 'Subgroup', 'Subgroup.Normal']",[],Herstein,exercise_2_11_22,Herstein.exercise_2_11_22,proof,test
"If $\sigma, \tau$ are two permutations that disturb no common element and $\sigma \tau = e$, prove that $\sigma = \tau = e$.","theorem exercise_3_2_21 {α : Type*} [Fintype α] {σ τ: Equiv.Perm α}
  (h1 : ∀ a : α, σ a = a ↔ τ a ≠ a) (h2 : τ ∘ σ = id) :
  σ = 1 ∧ τ = 1 :=
sorry","import Mathlib

open Fintype Set Real Ideal Polynomial
open scoped BigOperators
noncomputable section


","α : Type u_1
inst✝ : Fintype α
σ, τ : Equiv.Perm α
h1 : ∀ (a : α), σ a = a ↔ τ a ≠ a
h2 : ⇑τ ∘ ⇑σ = id
⊢ σ = 1 ∧ τ = 1","['Fintype', 'Equiv.Perm', 'id']",[],Herstein,exercise_3_2_21,Herstein.exercise_3_2_21,proof,test
Show that there is an infinite number of solutions to $x^2 = -1$ in the quaternions.,"theorem exercise_4_1_19 : Infinite {x : Quaternion ℝ | x^2 = -1} :=
sorry","import Mathlib

open Fintype Set Real Ideal Polynomial
open scoped BigOperators
noncomputable section


",⊢ Infinite ↑{x | x ^ 2 = -1},['Infinite'],[],Herstein,exercise_4_1_19,Herstein.exercise_4_1_19,proof,test
"Let $T$ be the group of $2\times 2$ matrices $A$ with entries in the field $\mathbb{Z}_2$ such that $\det A$ is not equal to 0. Prove that $T$ is isomorphic to $S_3$, the symmetric group of degree 3.","theorem exercise_4_1_34 : Equiv.Perm (Fin 3) ≃* Matrix.GeneralLinearGroup (Fin 2) (ZMod 2) :=
sorry","import Mathlib

open Fintype Set Real Ideal Polynomial
open scoped BigOperators
noncomputable section


",⊢ Equiv.Perm (Fin 3) ≃* GL (Fin 2) (ZMod 2),"['Equiv.Perm', 'Fin', 'ZMod']",[],Herstein,exercise_4_1_34,Herstein.exercise_4_1_34,proof,test
Let $R$ be a ring in which $x^3 = x$ for every $x \in R$. Prove that $R$ is commutative.,"theorem exercise_4_2_5 {R : Type*} [Ring R]
  (h : ∀ x : R, x ^ 3 = x) : CommRing R :=
sorry","import Mathlib

open Fintype Set Real Ideal Polynomial
open scoped BigOperators
noncomputable section


","R : Type u_1
inst✝ : Ring R
h : ∀ (x : R), x ^ 3 = x
⊢ CommRing R","['Ring', 'CommRing']",[],Herstein,exercise_4_2_5,Herstein.exercise_4_2_5,proof,test
